课程号,课程名,课序号,学时,学分,老师
MATH293307,基础数学实验,01,48,2,马军
MATH293507,数学Ⅱ,01,48,3,陈虎民
MATH293507,数学Ⅱ,02,48,3,王立周
MATH293607,高等数学（留） II2,01,104,6.5,刘峰
MATH293807,高等数学（民族预科）,01,96,6,邸双亮
MATH294307,高等数学I-2,01,110,6.5,刘康民
MATH294307,高等数学I-2,02,110,6.5,郭丁和
MATH294307,高等数学I-2,03,110,6.5,"葛照强,魏强"
MATH294307,高等数学I-2,04,110,6.5,常争鸣
MATH294307,高等数学I-2,05,110,6.5,吴慧卓
MATH294307,高等数学I-2,06,110,6.5,张芳
MATH294307,高等数学I-2,07,110,6.5,褚蕾蕾
MATH294307,高等数学I-2,08,110,6.5,杨海
MATH294307,高等数学I-2,09,110,6.5,任平安
MATH294307,高等数学I-2,10,110,6.5,王宁
MATH294307,高等数学I-2,11,110,6.5,赵小艳
MATH294307,高等数学I-2,12,110,6.5,刘卫江
MATH294307,高等数学I-2,13,110,6.5,郭振宇
MATH294607,数学分析II-2,01,96,6,缑天祥
MATH294607,数学分析II-2,02,96,6,"易媛,陆亚明"
MATH294907,数学分析I-2,01,96,6,"王立周,司飞"
MATH295207,高等代数与几何I-2,01,96,6,"王卫,马世林"
MATH295407,高等代数与几何II-2,01,80,5,"贾惠莲,王亚婷"
MATH295407,高等代数与几何II-2,02,80,5,"张伟娟,王慧"
MATH295507,概率论与数理统计,01,48,3,康艳梅
MATH295507,概率论与数理统计,02,48,3,康艳梅
MATH295507,概率论与数理统计,03,48,3,"王峰,平雅露"
MATH295507,概率论与数理统计,04,48,3,"李飞鹏,李闯"
MATH295507,概率论与数理统计,05,48,3,宋鹏飞
MATH295507,概率论与数理统计,06,48,3,曹长青
MATH295507,概率论与数理统计,07,48,3,张钧凯
MATH295507,概率论与数理统计,08,48,3,"戴永红,古祥"
MATH295607,概率统计与随机过程,01,64,4,"王宁,岳宗胜,魏恒嘉"
MATH295907,高等数学I-2（留）,01,88,5.5,刘峰
MATH296107,工科数学分析-2,01,99,6,"李继成,高安喜,薛尧"
MATH296107,工科数学分析-2,02,99,6,王勇茂
MATH297207,高等数学-2,01,80,5,韩国栋
MATH297407,高等数学III-2,01,80,5,刘亚相
MATH297407,高等数学III-2,02,80,5,张引娣
MATH297707,高等数学IV-2,01,64,4,刘晋平
MATH297707,高等数学IV-2,02,64,4,任平安
MATH297807,高等数学II-2,01,99,6,杨海
MATH297807,高等数学II-2,02,99,6,王峰
MATH295907,高等数学I-2（留）,01,88,5.5,刘峰
MATH297807,高等数学II-2,05,99,6,戴永红
MATH297807,高等数学II-2,06,99,6,齐雪林
MATH297807,高等数学II-2,07,99,6,"高安喜,薛尧"
MATH297807,高等数学II-2,08,99,6,阮小娥
MATH297807,高等数学II-2,09,99,6,唐平
MATH297907,高等数学V,01,64,4,朱旭
MATH297907,高等数学V,02,64,4,马军
MATH298307,概率论与数理统计(米理),01,48,3,宋鹏飞
MATH311207,复变函数,01,48,3,高正焕
MATH311207,复变函数,02,48,3,董荣
MATH311607,实变函数,01,64,4,刘小川
MATH325107,概率论,01,64,4,程晓青
MATH325107,概率论,02,64,4,严晓东
MATH325107,概率论,03,64,4,段启宏
MATH325207,数理统计,01,64,4,付利亚
MATH325307,随机过程,01,48,3,程晓青
MATH342907,实变函数,01,64,4,尤波
MATH342907,实变函数,02,64,4,王云波
MATH343407,复变函数,01,64,4,林明华
MATH411607,拓扑学,01,48,3,张强
MATH411607,拓扑学,02,48,3,张强
MATH411707,微分几何,01,48,3,张正策
MATH413107,数值分析,01,48,3,郭士民
MATH413107,数值分析,02,48,3,苏剑
MATH413107,数值分析,03,48,3,梅立泉
MATH413107,数值分析,04,48,3,马军
MATH442207,生物统计基础,01,56,3,李丽敏
MATH442407,偏微分方程数值解法,01,48,3,侯延仁
MATH442607,矩阵分析,01,48,3,徐康丽
MATH442607,矩阵分析,02,48,3,曾薇
MATH442707,最优化方法,01,48,3,李辉
MATH443407,时间序列与金融统计,01,48,3,"康尧,惠永昌"
MATH443507,多元数据分析与统计软件,01,58,3,张春霞
MATH525207,机器学习,01,32,2,孟德宇
MATH542107,统计学习(含R软件),01,32,2,张讲社
MATH542407,近代数学选讲,01,32,2,"蒋耀林,王斌"
MATH542707,动力系统初步,01,32,2,祖建
MATH543007,数字图像处理,01,32,2,"孙剑,许翔宇"
MATH543407,组合与图论,01,32,2,鲁红亮
MATH544007,贝叶斯统计,01,32,2,赵谦
MATH544507,数值代数,01,32,2,王飞
MATH544607,代数拓扑讨论班,02,32,2,郗平
MATH544807,应用科学中的反问题,01,32,2,杨家青
MATH544907,地学大数据分析,01,32,2,"王治国,吴帮玉"
MATH545107,不确定数据分析,01,32,2,张红英
MATH547307,分析讨论班,01,32,2,陆亚明
0HYS303500,固体物理,01,64,4,张胜利
CORE100109,材料与人类文明,01,32,2,"汪飞,杨生春,杨森,周桂江,周超,卢学刚,梁超,杨志懋"
CORE100109,材料与人类文明,02,32,2,"杨森,卢学刚,杨生春,周桂江,汪飞,梁超,周超,杨志懋"
CORE100109,材料与人类文明,03,32,2,"杨森,卢学刚,杨生春,周桂江,汪飞,梁超,周超,杨志懋"
CORE100309,量子科学与技术革命,02,32,2,"李福利,张胜利,赵永涛,任洁茹,高宏,赵迪,张沛,刘博,高韶燕"
CORE100409,走进天文学,01,32,2,左兆宇
CORE100409,走进天文学,02,32,2,左兆宇
GNED100609,物理建模与创新实践,01,32,2,"赵述敏,蒋臣威,翟立朋,王晨辉,邱淑伟,方爱平"
JZSJ900128,医学成像科学与应用,01,64,2,"赵永涛,雷铭,王兴,孔春才,杨健,杨爱民,穆廷魁,初大可,栗建兴,麻少辉"
PHYS200128,基础物理实验（预科）,01,16,0.5,"毛胜春,曹子君"
PHYS200228,物理学导论,01,16,1,"夏明岗,赵铭姝,赵永涛,冯俊"
PHYS200628,大学物理III（米理）,01,64,4,"王喆,娄晓杰"
PHYS200628,大学物理III（米理）,02,64,4,杨志伟
PHYS200628,大学物理III（米理）,03,64,4,潘杰
PHYS200828,普通物理学 原子物理学,01,48,3,邵国运
PHYS201128,电动力学,01,64,4,"田光善,赵迪"
PHYS210209,热学,01,48,3,高博
PHYS210409,电磁学,01,48,3,刘博
PHYS210409,电磁学,02,48,3,高韶燕
PHYS210509,原子物理学,01,48,3,任雪光
PHYS210509,原子物理学,02,48,3,黄永义
PHYS215409,电磁学,01,64,4,陈晓林
PHYS260309,大学物理III,01,64,4,喻有理
PHYS260309,大学物理III,02,64,4,任韧
PHYS260309,大学物理III,03,64,4,任韧
PHYS260309,大学物理III,04,64,4,杨宏
PHYS260309,大学物理III,05,64,4,"王利民,马明"
PHYS260409,大学物理IV,01,64,4,卜涛
PHYS260409,大学物理IV,02,64,4,强蕴蕴
PHYS260409,大学物理IV,03,64,4,"熊小鹤,王志广"
PHYS260409,大学物理IV,04,64,4,卜涛
PHYS260409,大学物理IV,05,64,4,强蕴蕴
PHYS260409,大学物理IV,06,64,4,"杨鸿辉,景泽锋"
PHYS280209,大学物理实验II,01,32,1,肖国宏
PHYS280209,大学物理实验II,02,32,1,肖国宏
PHYS280209,大学物理实验II,03,32,1,肖国宏
PHYS280209,大学物理实验II,04,32,1,田方华
PHYS280209,大学物理实验II,05,32,1,田方华
PHYS280209,大学物理实验II,06,32,1,赵铭姝
PHYS280209,大学物理实验II,07,32,1,赵铭姝
PHYS280209,大学物理实验II,08,32,1,甘震海
PHYS280209,大学物理实验II,10,32,1,甘震海
PHYS280209,大学物理实验II,11,32,1,黄国华
PHYS280209,大学物理实验II,12,32,1,黄国华
PHYS280209,大学物理实验II,13,32,1,黄国华
PHYS280209,大学物理实验II,16,32,1,王鹤
PHYS280209,大学物理实验II,18,32,1,黄国华
PHYS280209,大学物理实验II,20,32,1,方党旗
PHYS280209,大学物理实验II,21,32,1,方党旗
PHYS280209,大学物理实验II,22,32,1,黄国华
PHYS280209,大学物理实验II,23,32,1,黄国华
PHYS280209,大学物理实验II,24,32,1,肖国宏
PHYS280209,大学物理实验II,26,32,1,郭永利
PHYS280209,大学物理实验II,28,32,1,石晓华
PHYS280209,大学物理实验II,30,32,1,王雪冬
PHYS280209,大学物理实验II,31,32,1,郭永利
PHYS280209,大学物理实验II,34,32,1,王雪冬
PHYS280209,大学物理实验II,36,32,1,姜志军
PHYS280209,大学物理实验II,38,32,1,付涛
PHYS280209,大学物理实验II,39,32,1,张晖
PHYS280209,大学物理实验II,40,32,1,王雪冬
PHYS280209,大学物理实验II,41,32,1,郭雅
PHYS280209,大学物理实验II,42,32,1,姜志军
PHYS280209,大学物理实验II,43,32,1,姜志军
PHYS280209,大学物理实验II,44,32,1,张晖
PHYS280209,大学物理实验II,45,32,1,王雪冬
PHYS280209,大学物理实验II,47,32,1,王睿
PHYS280209,大学物理实验II,48,32,1,王雪冬
PHYS280209,大学物理实验II,49,32,1,王睿
PHYS280209,大学物理实验II,50,32,1,王雪冬
PHYS281009,现代物理基础导论,01,48,3,赵迪
PHYS281009,现代物理基础导论,02,48,3,赵迪
PHYS281509,大学物理II-1,01,64,4,"徐忠锋,王小力,姜雯,潘璇,薛坤,谢吉坤,钟长春"
PHYS281509,大学物理II-1,02,64,4,"蒋臣威,王玮"
PHYS281509,大学物理II-1,03,64,4,刘丹东
PHYS281509,大学物理II-1,04,64,4,刘萍
PHYS281509,大学物理II-1,05,64,4,"蒋臣威,李富民,贾俊亮"
PHYS281509,大学物理II-1,06,64,4,"柯小琴,高国平"
PHYS281509,大学物理II-1,07,64,4,"赵述敏,蒋沛恒"
PHYS281509,大学物理II-1,08,64,4,"陈兵,董化"
PHYS281509,大学物理II-1,09,64,4,陈海霞
PHYS281509,大学物理II-1,10,64,4,黄永义
PHYS281509,大学物理II-1,11,64,4,"王瑞敏,郭钰宁"
PHYS281509,大学物理II-1,12,64,4,"李广良,徐洋洋"
PHYS281509,大学物理II-1,13,64,4,"张二虎,杨欣,马步博"
PHYS281509,大学物理II-1,14,64,4,"董彪,杨涛只"
PHYS281509,大学物理II-1,15,64,4,"王斌,王信"
PHYS281509,大学物理II-1,16,64,4,"刘志杰,沈礼华"
PHYS281509,大学物理II-1,17,64,4,"梁言生,栗建兴"
PHYS281509,大学物理II-1,18,64,4,"李荣,王魁东"
PHYS281509,大学物理II-1,19,64,4,刘丹东
PHYS281509,大学物理II-1,20,64,4,刘萍
PHYS281509,大学物理II-1,21,64,4,王斌
PHYS281509,大学物理II-1,22,64,4,"方爱平,乔一凡"
PHYS281509,大学物理II-1,23,64,4,"栗建兴,梁言生"
PHYS281509,大学物理II-1,24,64,4,王延申
PHYS281509,大学物理II-1,25,64,4,苏亚凤
PHYS281509,大学物理II-1,26,64,4,"李广良,王金文"
PHYS281509,大学物理II-1,27,64,4,"喻有理,曹开颜,王澍曦"
PHYS281509,大学物理II-1,28,64,4,刘甫
PHYS281509,大学物理II-1,29,64,4,"高国平,刘志杰"
PHYS281509,大学物理II-1,30,64,4,"赵述敏,蔡海蕊"
PHYS281509,大学物理II-1,21,64,4,王斌
PHYS281509,大学物理II-1,22,64,4,"方爱平,乔一凡"
PHYS281509,大学物理II-1,23,64,4,"栗建兴,梁言生"
PHYS281509,大学物理II-1,24,64,4,王延申
PHYS281509,大学物理II-1,36,64,4,吴宥伸
PHYS281809,大学物理实验I-1,01,32,1,王晨辉
PHYS281809,大学物理实验I-1,02,32,1,常凯歌
PHYS281809,大学物理实验I-1,03,32,1,常凯歌
PHYS281809,大学物理实验I-1,04,32,1,常凯歌
PHYS281809,大学物理实验I-1,05,32,1,甘震海
PHYS281809,大学物理实验I-1,06,32,1,曹子君
PHYS281809,大学物理实验I-1,07,32,1,曹子君
PHYS281809,大学物理实验I-1,08,32,1,郭永利
PHYS281809,大学物理实验I-1,09,32,1,郭永利
PHYS281809,大学物理实验I-1,10,32,1,郭永利
PHYS281809,大学物理实验I-1,100,32,1,姜志军
PHYS281809,大学物理实验I-1,101,32,1,苏亚凤
PHYS281809,大学物理实验I-1,102,32,1,付涛
PHYS281809,大学物理实验I-1,103,32,1,唐勤
PHYS281809,大学物理实验I-1,104,32,1,郭雅
PHYS281809,大学物理实验I-1,105,32,1,苏亚凤
PHYS281809,大学物理实验I-1,106,32,1,唐勤
PHYS281809,大学物理实验I-1,107,32,1,郭雅
PHYS281809,大学物理实验I-1,108,32,1,卜涛
PHYS281809,大学物理实验I-1,109,32,1,卜涛
PHYS281809,大学物理实验I-1,11,32,1,常凯歌
PHYS281809,大学物理实验I-1,110,32,1,卜涛
PHYS281809,大学物理实验I-1,111,32,1,锁高洁
PHYS281809,大学物理实验I-1,112,32,1,常凯歌
PHYS281809,大学物理实验I-1,114,32,1,李普选
PHYS281809,大学物理实验I-1,105,32,1,苏亚凤
PHYS281809,大学物理实验I-1,106,32,1,唐勤
PHYS281809,大学物理实验I-1,118,32,1,曹子君
PHYS281809,大学物理实验I-1,119,32,1,卜涛
PHYS281809,大学物理实验I-1,12,32,1,苏亚凤
PHYS281809,大学物理实验I-1,120,32,1,曹子君
PHYS281809,大学物理实验I-1,121,32,1,方敏侠
PHYS281809,大学物理实验I-1,122,32,1,郭雅
PHYS281809,大学物理实验I-1,124,32,1,童童
PHYS281809,大学物理实验I-1,125,32,1,王琪琨
PHYS281809,大学物理实验I-1,126,32,1,李普选
PHYS281809,大学物理实验I-1,127,32,1,张伟
PHYS281809,大学物理实验I-1,129,32,1,唐勤
PHYS281809,大学物理实验I-1,13,32,1,锁高洁
PHYS281809,大学物理实验I-1,130,32,1,李亚柯
PHYS281809,大学物理实验I-1,132,32,1,唐勤
PHYS281809,大学物理实验I-1,133,32,1,刘悠
PHYS281809,大学物理实验I-1,135,32,1,李普选
PHYS281809,大学物理实验I-1,137,32,1,李普选
PHYS281809,大学物理实验I-1,138,32,1,王琪琨
PHYS281809,大学物理实验I-1,14,32,1,刘杰
PHYS281809,大学物理实验I-1,140,32,1,张伟
PHYS281809,大学物理实验I-1,141,32,1,魏强
PHYS281809,大学物理实验I-1,142,32,1,胡龄之
PHYS281809,大学物理实验I-1,144,32,1,方敏侠
PHYS281809,大学物理实验I-1,145,32,1,王琪琨
PHYS281809,大学物理实验I-1,149,32,1,刘悠
PHYS281809,大学物理实验I-1,15,32,1,郭永利
PHYS281809,大学物理实验I-1,150,32,1,李普选
PHYS281809,大学物理实验I-1,16,32,1,唐勤
PHYS281809,大学物理实验I-1,162,32,1,刘悠
PHYS281809,大学物理实验I-1,165,32,1,胡龄之
PHYS281809,大学物理实验I-1,168,32,1,王学亮
PHYS281809,大学物理实验I-1,17,32,1,唐勤
PHYS281809,大学物理实验I-1,171,32,1,王学亮
PHYS281809,大学物理实验I-1,172,32,1,胡龄之
PHYS281809,大学物理实验I-1,173,32,1,翟立朋
PHYS281809,大学物理实验I-1,174,32,1,卢学刚
PHYS281809,大学物理实验I-1,177,32,1,江智元
PHYS281809,大学物理实验I-1,178,32,1,卢学刚
PHYS281809,大学物理实验I-1,179,32,1,张伟
PHYS281809,大学物理实验I-1,18,32,1,郭雅
PHYS281809,大学物理实验I-1,181,32,1,毛胜春
PHYS281809,大学物理实验I-1,182,32,1,张国宾
PHYS281809,大学物理实验I-1,183,32,1,王鹤
PHYS281809,大学物理实验I-1,185,32,1,翟立朋
PHYS281809,大学物理实验I-1,186,32,1,毛胜春
PHYS281809,大学物理实验I-1,189,32,1,杨玉
PHYS281809,大学物理实验I-1,19,32,1,郭雅
PHYS281809,大学物理实验I-1,190,32,1,张国宾
PHYS281809,大学物理实验I-1,191,32,1,杨玉
PHYS281809,大学物理实验I-1,192,32,1,周仁武
PHYS281809,大学物理实验I-1,193,32,1,王鹤
PHYS281809,大学物理实验I-1,194,32,1,周仁武
PHYS281809,大学物理实验I-1,195,32,1,杨玉
PHYS281809,大学物理实验I-1,20,32,1,苏亚凤
PHYS281809,大学物理实验I-1,21,32,1,石晓华
PHYS281809,大学物理实验I-1,22,32,1,锁高洁
PHYS281809,大学物理实验I-1,23,32,1,王瑞敏
PHYS281809,大学物理实验I-1,24,32,1,刘杰
PHYS281809,大学物理实验I-1,25,32,1,王洁
PHYS281809,大学物理实验I-1,26,32,1,锁高洁
PHYS281809,大学物理实验I-1,27,32,1,王洁
PHYS281809,大学物理实验I-1,28,32,1,张伟
PHYS281809,大学物理实验I-1,29,32,1,张伟
PHYS281809,大学物理实验I-1,30,32,1,张伟
PHYS281809,大学物理实验I-1,31,32,1,锁高洁
PHYS281809,大学物理实验I-1,32,32,1,王瑞敏
PHYS281809,大学物理实验I-1,33,32,1,石晓华
PHYS281809,大学物理实验I-1,34,32,1,王瑞敏
PHYS281809,大学物理实验I-1,35,32,1,锁高洁
PHYS281809,大学物理实验I-1,36,32,1,王琪琨
PHYS281809,大学物理实验I-1,37,32,1,王琪琨
PHYS281809,大学物理实验I-1,38,32,1,王洁
PHYS281809,大学物理实验I-1,39,32,1,王洁
PHYS281809,大学物理实验I-1,40,32,1,方敏侠
PHYS281809,大学物理实验I-1,41,32,1,胡龄之
PHYS281809,大学物理实验I-1,42,32,1,石晓华
PHYS281809,大学物理实验I-1,43,32,1,王晨辉
PHYS281809,大学物理实验I-1,44,32,1,刘悠
PHYS281809,大学物理实验I-1,45,32,1,王瑞敏
PHYS281809,大学物理实验I-1,46,32,1,王晨辉
PHYS281809,大学物理实验I-1,47,32,1,童童
PHYS281809,大学物理实验I-1,48,32,1,张沛
PHYS281809,大学物理实验I-1,49,32,1,张沛
PHYS281809,大学物理实验I-1,50,32,1,石晓华
PHYS281809,大学物理实验I-1,51,32,1,王晨辉
PHYS281809,大学物理实验I-1,52,32,1,郭志新
PHYS281809,大学物理实验I-1,53,32,1,郭志新
PHYS281809,大学物理实验I-1,54,32,1,胡龄之
PHYS281809,大学物理实验I-1,55,32,1,石晓华
PHYS281809,大学物理实验I-1,56,32,1,王晨辉
PHYS281809,大学物理实验I-1,57,32,1,刘悠
PHYS281809,大学物理实验I-1,58,32,1,刘悠
PHYS281809,大学物理实验I-1,59,32,1,吴华英
PHYS281809,大学物理实验I-1,60,32,1,杨志伟
PHYS281809,大学物理实验I-1,61,32,1,邱淑伟
PHYS281809,大学物理实验I-1,62,32,1,杨志伟
PHYS281809,大学物理实验I-1,63,32,1,周宇
