S#,C#,GRADE
1034212,SM-57,77.4
1036027,GT-92,49.3
1033737,LS-58,84.4
1035937,EC-78,52.9
1033063,YS-13,79.6
1032958,GL-39,71.6
1032155,TH-32,51.1
1036172,SP-70,85.6
1036407,TO-46,96.1
1033252,LS-34,50.4
1032305,ED-72,83.5
1034165,ME-83,77.8
1036996,GL-19,93.5
1033995,AN-46,98.3
1034708,GT-29,44.5
1033700,OM-88,48.4
1034666,EN-76,77.1
1036801,TE-95,83.5
1036064,ND-66,76.9
1034117,YS-31,59.4
1036516,PO-35,85.0
1036273,LI-85,95.8
1036850,LS-78,40.2
1033868,CH-94,81.5
1036638,CH-84,75.0
1034224,OM-91,77.1
1036884,ED-08,61.9
1036015,ED-64,97.5
1035513,ND-31,31.5
1033182,DE-84,68.8
1034661,LI-00,95.1
1034892,MD-84,41.8
1034832,EM-92,85.7
1033718,RE-30,70.6
1033534,TL-52,63.1
1034546,TH-35,68.4
1034410,SM-29,71.9
1035781,IM-71,53.5
1034537,SJ-37,40.5
1034200,TH-39,64.9
1035159,RS-38,90.2
1035279,MP-28,72.4
1035733,EM-58,73.8
1035217,TH-87,49.0
1036767,IM-75,54.9
1032832,GT-66,44.9
1036176,DE-95,55.2
1036850,TS-27,57.4
1033409,MP-00,34.0
1034785,MP-37,46.2
1033818,AU-16,70.9
1032289,IM-31,94.3
1032740,LS-08,45.6
1036930,CH-78,66.0
1035190,LI-00,81.3
1033296,CH-86,48.4
1037008,YS-58,53.6
1036218,OL-29,43.3
1033913,YS-42,81.4
1034514,SJ-73,98.6
1034340,EM-77,67.9
1035109,YS-81,77.7
1034281,ED-23,95.0
1034128,SJ-64,44.6
1033883,TS-85,69.5
1035959,CL-32,62.0
1032295,TR-86,65.3
1035273,TH-89,39.8
1035499,TO-44,61.5
1035787,TH-80,50.6
1033147,ED-35,63.3
1034625,OM-16,56.8
1033158,LS-84,69.4
1036463,CL-30,32.2
1032923,CL-69,35.2
1032606,CH-42,94.7
1035820,DE-94,37.5
1036850,SJ-10,30.2
1036624,SM-23,56.7
1032186,TO-13,72.6
1036573,MP-92,79.4
1033779,FT-10,80.1
1033604,LS-78,92.5
1034305,ED-47,74.4
1036516,EC-08,53.7
1034041,GL-09,74.4
1032817,ED-58,51.9
1033447,GL-07,51.8
1035523,WS-09,56.1
1032962,ND-80,84.7
1036592,TO-24,95.0
1032493,ME-65,91.8
1036581,OL-26,52.1
1035168,SM-18,98.1
1033800,GT-67,94.5
1033870,SP-16,83.7
1032394,ME-19,96.7
1032568,PO-71,95.8
1034241,TO-80,62.5
1035262,TO-22,73.8
1032592,LC-42,43.1
1034264,CH-45,48.2
1034601,NG-75,82.1
1034083,DE-20,44.5
1032530,MP-41,74.1
1034342,YS-11,85.4
1033428,LI-18,91.9
1036274,ED-08,99.7
1035504,IC-27,35.7
1033180,GL-11,93.7
1034053,SM-29,89.7
1033374,CL-32,61.5
1035156,TS-37,60.2
1033064,TS-18,46.1
1035199,LI-15,81.0
1036713,GL-95,99.4
1036399,TE-46,88.6
1033694,LS-69,34.1
1032239,GT-59,34.0
1036011,CL-83,35.3
1034156,CH-07,41.5
1032531,RS-22,66.9
1034786,NA-46,35.1
1033648,AN-43,59.8
1036024,RE-12,91.5
1036389,TH-43,54.2
1034722,CH-91,33.0
1032867,RE-50,65.6
1036169,SM-61,31.5
1033819,NA-47,100.0
1033404,OL-05,73.2
1034741,SM-38,43.7
1032309,AN-30,64.3
1035469,AT-96,39.2
1032227,MA-44,86.9
1034125,TE-44,46.6
1035790,SM-59,58.2
1034717,TE-44,43.0
1032755,CL-83,65.8
1034556,GL-09,84.9
1033039,PO-54,75.4
1034949,FT-93,66.6
1033167,IM-29,63.7
1036883,CH-51,41.3
1036454,DE-20,58.0
1036971,LI-06,80.8
1032137,OM-89,52.5
1035149,SJ-16,64.9
1035876,NA-30,80.4
1033211,OM-37,91.8
1035338,ED-04,32.7
1036072,TE-39,65.4
1035253,IM-34,75.2
1036879,ED-95,67.9
1032643,ED-30,83.7
1034815,CL-22,65.6
1035919,GT-17,51.6
1034190,SM-11,30.8
1034134,ES-85,51.9
1034268,ED-96,53.0
1035224,ND-50,82.7
1033637,RE-39,81.1
1035477,ND-20,60.3
1033051,PN-53,50.4
1032823,PN-01,63.7
1032360,AN-94,94.4
1033095,GT-40,59.5
1032396,SJ-32,37.7
1036151,TH-73,57.4
1033027,ME-09,47.8
1033253,EC-84,41.0
1034277,GT-86,45.5
1032663,FT-18,75.9
1033432,ED-68,65.9
1036297,AN-46,41.8
1035179,CH-52,73.4
1034266,YL-38,84.8
1034982,TO-56,51.1
1035283,TL-10,64.9
1033766,PO-42,48.1
1033692,EC-39,78.0
1034020,FT-72,78.5
1033536,SM-15,89.8
1033414,DE-84,83.6
1036853,SM-73,60.6
1032599,TE-14,85.8
1032107,TH-12,87.5
1034774,WS-40,58.9
1034204,SS-35,74.9
1033122,LS-01,31.1
1036672,TE-84,36.7
1036749,TE-77,35.0
1034672,AN-94,98.4
1035797,TS-50,81.8
1035865,EC-71,31.3
1032429,GL-70,98.2
1033387,MD-84,75.3
1036659,TL-13,35.9
1035059,CH-89,50.9
1035523,MP-43,83.7
1033314,SJ-41,51.6
1034978,OL-22,99.2
1034501,SJ-02,82.1
1032250,EM-49,42.6
1034363,CH-59,54.9
1035578,SP-55,61.4
1034305,AN-30,81.7
1036832,AN-46,34.3
1033379,AN-92,50.3
1032201,LI-06,53.6
1034868,CH-19,38.1
1033500,CL-11,61.7
1032480,LC-16,91.6
1032948,LS-62,44.3
1032785,EM-27,44.7
1036518,RE-95,60.6
1033062,EC-51,40.2
1034606,LI-12,30.5
1032046,NA-56,40.5
1033927,LS-02,39.7
1034146,SM-09,30.4
1035510,IC-27,93.0
1032697,CH-75,61.8
1036838,MA-80,88.6
1034224,PN-04,51.7
1035414,RE-02,99.4
1033129,CH-21,88.1
1032104,PN-86,55.7
1033924,TH-35,44.1
1033922,LC-55,56.1
1032205,FT-46,55.7
1034943,EC-40,52.8
1036903,AU-34,81.1
1036884,YS-64,87.7
1036980,TL-13,97.9
1034896,AU-21,56.7
1033820,AU-16,52.5
1032446,CL-51,69.8
1036884,ND-03,48.7
1033101,TL-10,66.4
1032733,RE-07,73.7
1036262,NG-63,67.5
1034063,EN-75,74.6
1034402,ND-57,95.7
1034078,DE-87,83.5
1033354,FT-36,31.9
1033488,TO-71,36.8
1036725,MP-08,71.8
1033004,AN-61,90.2
1033123,YS-03,96.1
1034439,FT-12,96.7
1033102,SP-22,41.1
1035139,SJ-65,96.0
1034533,TL-52,58.8
1035029,SJ-65,63.7
1033863,MA-38,35.1
1035755,IM-45,43.9
1036640,OM-22,58.6
1032306,NG-73,78.9
1035890,RS-38,38.3
1033029,LC-91,98.9
1035758,SM-44,98.8
1036029,SJ-91,42.7
1034158,NA-31,77.2
1035854,AT-87,66.2
1032365,FT-36,80.3
1032820,NG-64,89.0
1034844,YS-31,87.0
1035985,TH-80,57.0
1036665,TO-22,55.8
1033699,CH-56,80.3
1033461,MA-42,99.4
1036373,GL-67,69.9
1036639,SJ-71,49.8
1034187,LS-37,85.8
1035051,MP-01,91.4
1036668,TO-83,68.3
1036876,CL-57,41.3
1033797,SJ-44,77.3
1035560,GT-34,49.7
1032302,FT-86,85.5
1035842,PO-17,69.6
1034651,TO-71,64.8
1032015,ND-72,49.3
1034432,NA-31,71.1
1036828,ED-20,65.8
1035312,IM-41,45.6
1032855,VL-03,77.1
1035295,PO-41,47.9
1036789,MP-38,57.1
1035704,GT-50,71.4
1036160,SM-73,65.6
1034645,ND-31,58.9
1032050,IM-68,50.2
1035600,GT-91,90.5
1036383,VL-04,60.5
1033880,LC-04,32.9
1034133,TE-14,34.2
1036865,TS-91,37.8
1035424,IM-63,50.1
1035228,BH-22,36.1
1032702,YS-64,37.5
1034546,LI-09,50.0
1032695,YS-16,32.0
1033950,PO-54,41.0
1032185,EC-15,94.4
1036215,IM-66,52.9
1033670,VL-61,52.2
1033688,CH-15,66.8
1033915,EC-69,79.7
1035387,OL-52,38.0
1035631,TE-84,43.1
1034293,SS-35,54.2
1036834,CH-56,45.1
1032672,EN-87,61.7
1032543,MD-70,40.3
1032996,CH-20,87.3
1034042,ND-26,89.1
1036671,ME-84,77.1
1035664,OL-52,78.7
1032900,MT-81,99.2
1034257,DE-48,54.3
1032356,MP-55,30.6
1036165,MP-36,32.8
1034928,YS-32,65.5
1035677,EC-16,99.4
1032231,EC-51,53.0
1036413,ED-29,61.2
1032325,EM-46,99.4
1036027,ED-96,79.9
1033200,ME-90,96.8
1035609,ED-70,71.4
1033267,EM-34,87.8
1035388,ME-09,94.7
1034271,CH-04,46.0
1035090,TH-80,99.6
1034091,TE-69,89.4
1036942,TH-42,75.1
1034330,AC-10,44.9
1033095,NG-03,78.5
1032433,NA-05,59.2
1035044,ME-83,45.0
1035362,AU-94,31.9
1035183,SM-63,75.6
1035215,SJ-13,94.6
1036993,NG-02,56.2
1036277,GT-13,89.3
1032289,WS-13,37.0
1034946,GT-42,54.3
1035032,TS-21,62.8
1036695,SJ-25,76.6
1032882,YS-42,32.0
1033454,TO-02,35.7
1033805,SM-33,52.9
1034853,RM-41,79.4
1034996,ED-68,81.9
1035875,MP-76,51.4
1036473,SP-91,88.5
1033414,GT-47,41.1
1033174,OL-11,45.9
1032216,ED-15,63.8
1032612,LS-05,66.3
1036933,SM-07,40.5
1036287,MA-47,33.6
1034752,GT-66,64.6
1036123,SJ-90,51.9
1035869,RA-37,79.1
1036139,TL-31,98.3
1032677,MP-27,39.1
1034799,SP-61,97.7
1035121,TS-83,70.7
1036388,TE-92,82.0
1032235,TS-54,87.7
1034615,NA-46,62.7
1036992,TR-00,50.3
1033222,MP-35,50.5
1033374,SP-10,85.7
1036349,ED-59,97.2
1033190,MP-13,89.5
1034029,TE-10,79.9
1034074,SP-65,51.4
1033830,DE-47,83.1
1036356,NA-32,40.1
1034178,OL-29,49.5
1034245,EC-22,73.2
1036684,CH-08,63.9
1034992,NA-30,47.7
1034860,CL-45,62.8
1032700,GT-86,97.3
1032827,TH-64,85.7
1035639,NG-64,57.9
1034679,NA-29,33.4
1033259,NG-84,68.0
1032650,AU-24,62.7
1035237,TH-17,86.4
1032129,RA-44,56.4
1033432,GL-27,30.5
1034363,CH-32,66.8
1034270,CH-17,61.6
1034190,CH-64,34.4
1034665,RM-41,54.9
1033259,IM-02,77.3
1035414,ME-87,78.8
1032993,ED-64,92.2
1036400,WS-19,43.2
1032375,TH-46,67.7
1032553,EM-33,64.8
1032771,FT-20,71.1
1033232,WS-03,51.1
1033366,TH-18,45.8
1034858,SM-04,38.4
1034844,TE-46,71.3
1033451,CH-52,51.8
1034897,SJ-05,84.2
1032838,DE-90,87.4
1034544,OL-05,62.8
1032023,MP-48,71.2
1033547,DE-82,65.9
1035473,NA-38,33.5
1036947,TH-87,59.6
1036998,LC-19,52.4
1036466,FT-35,90.2
1034444,VL-39,54.9
1034147,SM-21,67.6
1036853,GL-60,91.2
1036984,ED-25,79.9
1034970,SM-82,67.4
1034540,CH-79,85.3
1036616,NA-86,64.3
1036688,SS-28,86.6
1033963,SJ-60,95.2
1036700,TE-79,45.3
1035534,EC-76,97.0
1033981,NG-03,61.3
1034669,AU-24,48.8
1036715,RA-34,73.4
1035679,NA-30,87.5
1034830,ED-45,81.2
1035183,PO-71,86.5
1033997,CL-38,35.9
1033492,TL-92,58.7
1033346,BH-36,35.8
1036751,EM-10,95.4
1036228,NG-55,77.6
1033239,ED-78,54.4
1032190,FT-21,48.7
1036737,SJ-10,81.7
1035970,GL-00,51.9
1032879,TR-80,73.5
1035856,RE-09,34.0
1032183,SM-11,50.4
1036916,FT-49,95.8
1034645,AU-49,34.2
1036172,SJ-37,88.1
1035293,LU-39,53.2
1033817,ED-29,59.4
1032423,ED-63,37.0
1033923,EC-65,60.7
1036399,AU-04,74.6
1036212,ME-65,73.0
1035236,TL-16,42.9
1033161,CL-05,49.5
1036281,ND-91,73.0
1036959,NA-19,42.1
1032645,ED-03,50.5
1036896,EC-19,88.6
1034115,YS-61,91.7
1032217,YS-61,98.2
1033008,TE-86,61.6
1033859,ED-29,98.5
1032915,FT-20,63.3
1034650,GT-50,54.8
1035519,CL-38,95.5
1034386,SM-11,61.0
1033066,TS-37,67.8
1036416,EC-90,50.7
1033464,YS-69,75.0
1034668,MA-39,31.0
1035870,MT-10,73.4
1034182,VL-65,87.3
1032633,CH-71,62.4
1036495,SM-82,98.6
1034628,SP-22,93.8
1032044,ED-33,99.9
1033019,LS-08,97.1
1034728,YS-75,86.6
1034726,YL-26,54.9
1035768,EM-92,43.0
1036895,LI-85,85.9
1033605,DE-60,36.3
1034587,EM-80,62.9
1033531,MP-08,73.2
1033111,ES-79,79.2
1033495,LC-05,100.0
1036856,EC-71,39.1
1034735,LC-58,54.2
1032143,FT-69,43.1
1034738,MA-47,64.7
1035832,MP-40,77.0
1035465,OM-16,58.8
1034300,TL-13,76.9
1035819,SS-17,60.7
1033680,ED-49,49.7
1035762,NA-35,32.6
1034038,NG-92,73.1
1034513,LC-07,34.2
1036925,FT-17,35.7
1032161,DE-09,64.7
1036390,EC-83,61.6
1034264,DE-86,47.5
1035110,YS-10,85.1
1032454,TE-86,94.6
1032203,FT-12,96.4
1034112,ED-33,66.4
1033344,FT-05,51.2
1035130,PO-50,86.0
1036555,TE-45,67.1
1032168,ED-49,97.2
1033690,FT-06,74.0
1036567,LC-82,44.9
1032920,YS-42,38.0
1035424,NA-59,99.5
1032954,OL-71,78.9
1035113,GT-26,62.4
1032302,PN-01,93.7
1035370,FT-10,88.8
1036303,TL-16,82.3
1033961,IC-30,94.5
1034924,SM-01,62.8
1036782,FT-02,93.1
1036378,LS-11,85.4
1034577,YS-48,93.9
1036817,NG-89,34.9
1036024,GT-20,48.2
1033298,TS-85,61.7
1035463,TE-50,53.8
1032998,CH-11,94.5
1034541,RM-35,69.5
1032817,LC-82,40.3
1032882,SJ-37,76.8
1035318,GT-91,32.1
1034140,TL-89,39.7
1032670,OM-01,30.3
1034082,SJ-13,67.6
1035119,ED-66,66.8
1036348,TL-10,32.7
1033262,OL-42,69.1
1033096,ND-41,69.1
1035137,TH-89,86.7
1032081,TL-83,91.1
1032070,RE-27,72.2
1036250,TH-87,93.2
1034443,LU-01,51.1
1032705,ND-54,68.9
1034698,TS-50,97.8
1034285,MA-13,55.9
1032775,CH-11,64.9
1036813,EC-41,44.4
1036376,ED-29,64.7
1035893,FT-46,95.4
1034726,EM-09,75.7
1032673,SJ-69,43.8
1036207,WS-09,34.6
1036343,NG-17,66.0
1033456,NG-55,55.5
1036541,WS-57,79.5
1036654,CH-77,66.0
1033773,AT-87,93.7
1035684,ME-66,41.6
1036684,YS-32,33.5
1032017,SM-19,53.2
1035990,ED-18,53.0
1036890,GL-91,42.7
1032035,MT-02,47.2
1032305,SM-36,78.5
1035933,LC-15,31.4
1032725,TE-47,39.1
1032774,AT-23,73.8
1032509,RE-57,56.1
1034196,NA-22,86.2
1034138,CH-56,31.0
1033483,ME-09,96.7
1034669,MP-94,50.4
1033322,TS-54,90.5
1032221,TS-21,81.3
1035127,TH-30,40.6
1035783,YS-42,50.8
1036612,EC-92,66.6
1035611,GT-13,84.7
1036259,CL-30,79.7
1035725,ME-30,85.7
1033076,SJ-25,32.2
1032779,CL-69,39.7
1033648,ED-55,31.4
1036182,ND-32,87.8
1035293,IM-93,89.9
1032624,EC-61,71.5
1034567,MT-31,48.6
1033537,NG-55,72.2
1033067,TH-85,54.9
1034001,ED-93,41.4
1036162,SJ-90,38.3
1033532,CL-86,69.2
1034817,AU-31,70.6
1035287,IM-65,77.2
1033125,ND-95,64.4
1035218,GL-19,84.7
1034645,TE-65,87.7
1032562,CH-71,39.9
1033525,TH-89,65.4
1032874,OL-37,77.9
1036710,OL-42,71.3
1034455,DE-02,97.1
1036962,TO-89,54.7
1032432,MP-03,53.5
1035897,IC-77,79.7
1032577,LI-82,54.0
1036006,SM-06,84.6
1034764,TS-30,82.1
1034474,CH-82,78.1
1035656,GT-11,45.0
1032211,FT-00,88.7
1036951,CH-04,56.3
1034799,GL-89,96.9
1036206,SM-73,91.2
1033507,IM-02,77.2
1035416,GL-21,38.9
1033556,CH-92,48.0
1036570,LC-27,74.4
1033470,OL-71,82.8
1032644,IM-42,33.4
1037000,SJ-46,31.1
1032152,LI-88,98.5
1033521,TE-93,44.7
1035935,NG-87,90.0
1035329,WS-70,91.7
1035811,FT-09,95.6
1035426,TH-43,87.0
1036606,TS-21,55.5
1034639,CH-69,85.1
1036570,CH-83,33.9
1034343,DE-02,30.6
1036452,BH-25,70.9
1035953,TH-43,43.7
1034514,TE-22,90.7
1036115,RE-00,53.4
1034784,OL-05,88.4
1033363,RM-83,39.6
1034029,NA-93,56.6
1035672,YS-01,66.1
1036255,EM-32,34.6
1034323,TO-05,38.1
1033465,MP-76,89.2
1033381,PO-78,59.6
1034974,WS-33,65.4
1033567,RS-33,82.4
1033846,LS-10,36.1
1033286,PO-63,83.8
1032312,OL-93,73.3
1034188,AN-43,36.3
1034024,MP-35,48.9
1036895,WS-25,86.1
1034526,TE-93,99.1
1036893,TR-81,83.2
1033450,FT-78,50.0
1032429,ST-22,38.8
1032328,LS-34,78.7
1033892,RE-39,67.0
1035165,TH-46,56.0
1034426,NG-20,33.2
1035439,ED-41,49.9
1032892,GT-28,86.8
1036590,PO-54,51.4
1036852,PO-60,98.6
1032520,TS-05,38.7
1036092,TE-95,69.7
1032316,EC-37,31.5
1035184,MT-10,74.4
1034156,OM-79,37.9
1034393,GT-91,97.4
1032748,GT-76,38.7
1032332,CH-63,56.0
1032645,RS-35,76.4
1033351,FT-02,37.8
1036033,SJ-09,37.8
1035568,CH-26,95.5
1035109,TS-36,47.6
1033027,IC-27,67.6
1036795,CH-15,37.1
1036196,NA-14,44.5
1034814,EC-92,41.6
1034178,CL-11,97.2
1036516,YS-15,84.4
1036097,SM-88,58.7
1033515,CH-92,56.7
1032354,EN-87,89.4
1034996,EM-30,37.8
1033582,ND-80,68.9
1032753,ED-58,69.2
1034208,TE-39,94.9
1034409,NG-64,80.2
1033491,MP-94,97.1
1035509,SM-76,87.4
1032799,ED-81,94.2
1035561,EM-46,67.3
1035662,SM-09,66.1
1036908,CH-34,59.9
1035105,RA-50,76.3
1032487,OL-93,89.2
1032862,MP-08,51.7
1032950,MA-44,97.4
1035164,TH-40,92.3
1032111,EC-65,30.6
1033219,SM-04,32.8
1033979,SM-30,50.9
1032038,NA-28,79.7
1033652,MA-40,60.0
1035885,MP-41,77.8
1035953,AT-14,97.6
1034725,TS-05,59.6
1033399,DE-17,64.0
1035424,TH-80,80.9
1034782,RM-16,81.1
1033097,LC-81,84.1
1033056,TH-60,66.4
1033460,WS-13,55.7
1035073,MA-76,41.1
1033936,RS-19,75.9
1032079,ED-04,71.0
1033531,DE-95,99.1
1034051,CL-05,56.4
1036694,TH-46,58.9
1032986,MA-86,70.9
1035742,MP-15,84.7
1032535,CL-17,46.2
1034179,LC-58,74.0
1032088,RS-26,61.8
1036181,YS-06,88.4
1032984,MA-80,79.4
1033113,ED-44,55.4
1035658,ED-03,34.1
1033497,YS-17,79.9
1036850,MP-33,82.0
1034335,TS-46,46.9
1033551,ME-09,56.1
1032074,CH-19,80.1
1032961,EC-01,78.6
1036332,TS-18,93.5
1036857,YS-45,86.5
1033037,SP-28,73.0
1033285,GL-57,65.0
1032746,EC-15,64.2
1035675,SM-08,34.8
1036540,GL-14,47.0
1035732,ND-90,46.0
1036177,FT-07,48.3
1032703,AN-94,82.6
1033820,TE-53,81.8
1035682,RE-50,33.6
1032634,TE-93,83.9
1032454,OL-52,99.0
1032437,SJ-27,48.5
1033941,ED-09,55.1
1035793,ME-84,71.1
1035524,MP-40,93.2
1032173,OM-43,37.3
1036237,CL-32,64.9
1032020,TH-45,46.1
1032258,NA-31,41.6
1033780,TE-25,52.1
1034067,TE-93,51.7
1034264,EC-18,64.7
1033250,LC-60,37.2
1034605,SP-61,68.8
1035519,IM-29,86.1
1033119,EC-44,93.9
1034181,SJ-68,44.4
1035890,PN-47,94.2
1035766,FT-03,79.1
1033822,TO-17,39.8
1034296,GT-20,76.2
1035687,SM-35,80.4
1032984,OM-80,40.2
1032738,NA-29,98.5
1035885,WS-31,77.6
1035220,OM-79,90.3
1033170,CL-20,58.6
1032044,NG-66,93.5
1032781,IM-39,89.4
1034736,ED-25,81.7
1032362,OM-03,52.8
1033770,EC-65,94.9
1036816,ED-69,87.2
1033941,SJ-02,43.1
1035281,ED-24,63.5
1033058,EC-25,91.8
1033525,ME-75,87.5
1036096,GL-32,31.4
1035733,OL-41,92.8
1034102,MP-28,84.2
1036104,CH-57,35.6
1032631,NG-64,51.0
1033966,TE-81,72.3
1036216,GL-38,60.9
1034776,MP-01,54.3
1032340,ME-78,53.2
1034836,DE-39,47.1
1033315,PO-38,98.5
1032610,GT-04,54.4
1033194,LC-24,95.3
1034316,EC-34,70.5
1033662,ND-85,52.8
1036793,CH-14,55.5
1036121,EM-37,95.7
1032738,ED-31,98.8
1032155,MD-81,85.9
1035840,LI-03,94.0
1036012,LI-62,73.7
1032242,RS-32,53.3
1035948,GL-28,64.4
1032387,SP-94,58.7
1034735,TO-81,83.1
1032724,IM-35,49.0
1033140,OL-41,84.9
1033806,TO-87,86.6
1036025,ND-80,76.8
1036842,RE-60,73.7
1035215,MD-70,97.6
1033173,RS-42,43.8
1035495,MP-94,69.6
1032884,ME-40,48.5
1032646,YS-00,55.3
1034964,EC-60,45.6
1033161,GT-02,78.2
1035992,PO-54,57.0
1035603,DE-51,53.2
1034025,MP-58,52.7
1036132,SP-67,63.9
1034425,EC-18,73.1
1034901,TS-83,51.8
1034328,SJ-16,79.5
1032153,TL-88,65.6
1033572,LS-78,56.7
1032130,MP-90,69.3
1035476,NA-59,59.1
1036988,EM-47,34.3
1035956,ME-10,47.5
1035595,YS-37,43.9
1035216,FT-34,69.6
1033280,IM-66,60.3
1035445,TH-43,56.3
1036930,WS-01,71.5
1036485,ED-93,57.2
1033525,SP-25,50.5
1034100,YS-89,99.0
1034075,SJ-58,45.8
1033446,SJ-10,55.8
1032685,ME-65,93.5
1032776,RS-39,48.4
1034907,AN-70,80.7
1034523,CL-45,79.1
1032478,OM-95,56.3
1034711,RE-51,36.6
1033828,NA-95,64.2
1035821,AN-61,49.1
1033210,MT-10,34.2
1032169,LI-15,60.0
1034293,TO-29,52.5
1034346,AT-96,79.0
1033631,LS-11,31.7
1034341,GL-19,99.9
1032768,GT-31,63.0
1032740,ME-90,50.4
1032600,DE-82,58.2
1036054,MP-94,38.7
1036287,EM-92,30.2
1033968,TE-58,53.5
1035044,IM-66,71.1
1034012,YS-47,39.1
1034068,FT-22,51.8
1032251,IC-03,44.4
1036784,DE-95,91.7
1033658,LU-39,93.4
1032487,TS-12,38.4
1032592,ND-20,58.8
1033915,MP-52,72.6
1034783,RS-92,78.8
1035708,ED-44,76.4
1032448,WS-70,48.7
1033484,CH-94,93.0
1032106,CH-78,91.1
1034513,BH-25,57.2
1033806,GT-63,30.5
1033251,LI-94,51.9
1036283,SM-01,46.5
1032577,GL-42,68.1
1035357,LC-15,67.6
1036615,NG-69,64.7
1035552,RE-80,77.8
1032255,ED-59,56.2
1036272,MP-08,82.7
1032178,FT-46,84.5
1034175,FT-00,38.0
1033021,RS-48,79.7
1034697,TL-16,56.0
1032240,PO-50,70.5
1036260,TH-36,90.0
1036577,TE-41,99.2
1036491,NG-23,84.0
1034691,LI-83,30.8
1035188,YS-11,64.6
1035042,EA-18,95.0
1036874,WS-16,48.0
1036236,TL-23,75.8
1035704,SJ-04,50.6
1035050,IM-90,41.4
1035178,TL-89,50.6
1036119,MD-00,84.4
1036041,ED-41,83.7
1036788,TS-61,46.1
1036634,TE-81,88.5
1036479,IS-93,96.2
1033680,ND-72,56.4
1035638,ND-03,91.7
1032787,AU-24,64.4
1036167,DE-93,54.2
1036442,ES-79,46.0
1036143,MA-76,99.1
1036180,MT-52,96.1
1034621,NA-74,90.2
1033528,AN-85,79.3
1036144,PO-80,84.7
1032581,TO-71,69.4
1032678,CH-27,56.6
1033414,EM-04,65.2
1034702,NG-18,54.2
1034761,MA-83,78.4
1035766,ND-03,44.3
1033377,FT-06,62.0
1034569,RE-24,60.7
1032736,WS-89,43.3
1035521,LC-42,65.3
1036866,RE-53,34.4
1036820,MP-92,44.8
1036555,LI-15,59.7
1036736,CH-88,87.8
1034904,WS-09,37.8
1035196,CL-22,50.3
1032787,MA-38,56.1
1036293,WS-75,87.6
1033897,ME-43,80.8
1034288,LS-62,90.8
1036644,LC-75,71.7
1032729,SP-88,53.3
1035284,WS-28,95.0
1035836,LU-36,67.2
1036832,EC-86,78.0
1036478,RA-34,81.6
1035798,IM-25,57.1
1033383,GT-79,38.4
1034318,PN-44,41.1
1032139,ED-83,49.8
1035686,NG-23,60.4
1035176,GT-31,36.6
1036519,ED-12,30.8
1034842,YS-01,37.3
1034952,TE-77,96.3
1036251,OL-41,79.2
1033361,EN-76,65.3
1035899,IM-43,43.6
1033483,ED-17,35.9
1036169,TO-09,39.3
1036464,GT-56,80.5
1034046,TL-88,61.8
1034591,DE-09,45.8
1032194,TO-37,79.5
1035429,RS-06,44.8
1034893,TE-22,99.4
1033576,GT-49,35.1
1034442,SJ-50,92.2
1034673,IS-93,49.3
1035593,LS-81,96.3
1035218,RE-06,49.9
1034251,NA-22,80.0
1032601,LI-82,52.5
1034558,IM-02,62.0
1033770,YS-64,60.7
1035573,ED-41,51.6
1032245,SJ-16,44.0
1032868,RE-14,66.2
1034403,ED-19,44.8
1032179,NG-87,33.7
1033425,DE-20,50.4
1032977,RE-53,98.8
1034821,BH-19,34.0
1035045,SJ-76,44.2
1033628,LI-90,70.4
1036397,CH-17,79.4
1033681,AT-96,62.4
1034644,RE-15,93.8
1035669,MA-44,81.9
1034723,EC-19,57.5
1035987,MP-26,82.4
1035316,SJ-70,45.1
1034913,RE-44,53.2
1033191,TO-46,84.4
1034390,IM-43,92.6
1035197,TO-09,60.3
1035608,MA-83,43.8
1036899,OM-89,60.4
1033383,AN-92,91.1
1036088,CH-24,30.1
1034025,RS-11,33.1
1032735,PO-75,65.4
1036768,RE-12,92.6
1036173,GL-07,47.2
1036007,SM-59,57.4
1033384,FT-07,30.3
1034840,MD-81,82.5
1034312,LC-72,70.8
1035613,CH-09,52.0
1035687,NA-29,50.6
1032079,SM-88,94.3
1033922,LC-82,50.2
1036111,SJ-02,40.6
1036109,CH-30,66.5
1036796,TH-73,49.4
1034113,ED-85,64.1
1035221,ED-82,96.5
1032166,LI-15,30.4
1032904,DE-71,48.7
1035708,FT-26,30.4
1034961,GT-02,69.9
1032434,TO-59,32.1
1032103,FT-51,65.1
1036427,GL-12,52.5
1033077,NG-41,78.2
1033916,ED-10,73.9
1034314,TH-85,59.6
1036079,LS-10,97.8
1033433,ND-75,79.0
1033108,MP-37,36.5
1032488,EM-45,83.3
1035496,IC-77,30.6
1032717,TO-44,30.1
1035386,ME-78,68.9
1032564,ND-50,79.9
1034992,OL-47,62.5
1034777,EC-72,70.0
1035749,TS-05,64.5
1035471,LI-85,75.6
1036527,ED-50,94.9
1033086,OM-80,38.0
1032623,FT-34,43.6
1035026,PO-41,52.1
1033831,OM-09,47.9
1032755,YL-96,63.0
1036284,PO-17,56.8
1035819,DE-88,32.0
1032418,PO-71,94.5
1032029,TH-25,40.1
1033442,MP-73,74.8
1033468,TE-28,88.9
1032317,TO-68,35.2
1033925,CH-45,35.7
1036145,PO-81,48.9
1032385,GL-43,91.9
1035311,RE-14,73.3
1036778,TL-92,85.8
1033288,RE-21,69.1
1035435,ED-24,71.1
1032732,ED-81,76.3
1035596,BH-19,85.4
